director_name,movie_id,movie_title,duration
Brett Ratner,293564,Rush Hour 3 ,91
Brett Ratner,293564,Rush Hour 3 ,91
Roland Emmerich,1190080,2012 ,158
Roland Emmerich,1190080,2012 ,158
Roland Emmerich,1190080,2012 ,158
Robert Zemeckis,1067106,A Christmas Carol ,96
Robert Zemeckis,1067106,A Christmas Carol ,96
Robert Zemeckis,1067106,A Christmas Carol ,96
Robert Zemeckis,1067106,A Christmas Carol ,96
Lana Wachowski,1617661,Jupiter Ascending ,127
Lana Wachowski,1617661,Jupiter Ascending ,127
Lana Wachowski,1617661,Jupiter Ascending ,127
Andrew Adamson,363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",150
Andrew Adamson,363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",150
Andrew Adamson,363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",150
Bryan Singer,3385516,X-Men: Apocalypse ,144
Bryan Singer,3385516,X-Men: Apocalypse ,144
Bryan Singer,3385516,X-Men: Apocalypse ,144
Christopher Nolan,468569,The Dark Knight ,152
Christopher Nolan,468569,The Dark Knight ,152
Christopher Nolan,468569,The Dark Knight ,152
Christopher Nolan,468569,The Dark Knight ,152
Pete Docter,1049413,Up ,96
Pete Docter,1049413,Up ,96
Pete Docter,1049413,Up ,96
Pete Docter,1049413,Up ,96
Rob Letterman,892782,Monsters vs. Aliens ,94
Rob Letterman,892782,Monsters vs. Aliens ,94
Rob Letterman,892782,Monsters vs. Aliens ,94
Rob Letterman,892782,Monsters vs. Aliens ,94
Rob Letterman,892782,Monsters vs. Aliens ,94
Rob Letterman,892782,Monsters vs. Aliens ,94
Jon Favreau,371746,Iron Man ,126
Jon Favreau,371746,Iron Man ,126
Jon Favreau,371746,Iron Man ,126
Martin Scorsese,970179,Hugo ,126
Martin Scorsese,970179,Hugo ,126
Martin Scorsese,970179,Hugo ,126
Martin Scorsese,970179,Hugo ,126
Barry Sonnenfeld,120891,Wild Wild West ,106
Barry Sonnenfeld,120891,Wild Wild West ,106
Barry Sonnenfeld,120891,Wild Wild West ,106
Barry Sonnenfeld,120891,Wild Wild West ,106
Rob Cohen,859163,The Mummy: Tomb of the Dragon Emperor ,112
Rob Cohen,859163,The Mummy: Tomb of the Dragon Emperor ,112
Rob Cohen,859163,The Mummy: Tomb of the Dragon Emperor ,112
Rob Cohen,859163,The Mummy: Tomb of the Dragon Emperor ,112
Rob Cohen,859163,The Mummy: Tomb of the Dragon Emperor ,112
David Ayer,1386697,Suicide Squad ,123
David Ayer,1386697,Suicide Squad ,123
David Ayer,1386697,Suicide Squad ,123
David Ayer,1386697,Suicide Squad ,123
Tom Shadyac,413099,Evan Almighty ,96
Tom Shadyac,413099,Evan Almighty ,96
Tom Shadyac,413099,Evan Almighty ,96
Doug Liman,1631867,Edge of Tomorrow ,113
Doug Liman,1631867,Edge of Tomorrow ,113
Doug Liman,1631867,Edge of Tomorrow ,113
Kevin Reynolds,114898,Waterworld ,176
Kevin Reynolds,114898,Waterworld ,176
Kevin Reynolds,114898,Waterworld ,176
Kevin Reynolds,114898,Waterworld ,176
Stephen Sommers,1046173,G.I. Joe: The Rise of Cobra ,118
Stephen Sommers,1046173,G.I. Joe: The Rise of Cobra ,118
Stephen Sommers,1046173,G.I. Joe: The Rise of Cobra ,118
Stephen Sommers,1046173,G.I. Joe: The Rise of Cobra ,118
Pete Docter,2096673,Inside Out ,95
Pete Docter,2096673,Inside Out ,95
Pete Docter,2096673,Inside Out ,95
Pete Docter,2096673,Inside Out ,95
Pete Docter,2096673,Inside Out ,95
Pete Docter,2096673,Inside Out ,95
Jon Favreau,1228705,Iron Man 2 ,124
Jon Favreau,1228705,Iron Man 2 ,124
Jon Favreau,1228705,Iron Man 2 ,124
Rupert Sanders,1735898,Snow White and the Huntsman ,132
Rupert Sanders,1735898,Snow White and the Huntsman ,132
Rupert Sanders,1735898,Snow White and the Huntsman ,132
Rupert Sanders,1735898,Snow White and the Huntsman ,132
Robert Stromberg,1587310,Maleficent ,97
Robert Stromberg,1587310,Maleficent ,97
Robert Stromberg,1587310,Maleficent ,97
Robert Stromberg,1587310,Maleficent ,97
Robert Stromberg,1587310,Maleficent ,97
Matt Reeves,2103281,Dawn of the Planet of the Apes ,130
Matt Reeves,2103281,Dawn of the Planet of the Apes ,130
Matt Reeves,2103281,Dawn of the Planet of the Apes ,130
Matt Reeves,2103281,Dawn of the Planet of the Apes ,130
Carl Rinsch,1335975,47 Ronin ,128
Carl Rinsch,1335975,47 Ronin ,128
Carl Rinsch,1335975,47 Ronin ,128
Carl Rinsch,1335975,47 Ronin ,128
Anthony Russo,1843866,Captain America: The Winter Soldier ,136
Anthony Russo,1843866,Captain America: The Winter Soldier ,136
Anthony Russo,1843866,Captain America: The Winter Soldier ,136
Mike Mitchell,892791,Shrek Forever After ,93
Mike Mitchell,892791,Shrek Forever After ,93
Mike Mitchell,892791,Shrek Forever After ,93
Mike Mitchell,892791,Shrek Forever After ,93
Mike Mitchell,892791,Shrek Forever After ,93
Brad Bird,1964418,Tomorrowland ,130
Brad Bird,1964418,Tomorrowland ,130
Brad Bird,1964418,Tomorrowland ,130
Brad Bird,1964418,Tomorrowland ,130
Brad Bird,1964418,Tomorrowland ,130
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Don Hall,2245084,Big Hero 6 ,102
Rich Moore,1772341,Wreck-It Ralph ,101
Rich Moore,1772341,Wreck-It Ralph ,101
Rich Moore,1772341,Wreck-It Ralph ,101
Rich Moore,1772341,Wreck-It Ralph ,101
Rich Moore,1772341,Wreck-It Ralph ,101
Robert Zemeckis,338348,The Polar Express ,100
Robert Zemeckis,338348,The Polar Express ,100
Robert Zemeckis,338348,The Polar Express ,100
Robert Zemeckis,338348,The Polar Express ,100
Roland Emmerich,1628841,Independence Day: Resurgence ,120
Roland Emmerich,1628841,Independence Day: Resurgence ,120
Roland Emmerich,1628841,Independence Day: Resurgence ,120
Dean DeBlois,892769,How to Train Your Dragon ,98
Dean DeBlois,892769,How to Train Your Dragon ,98
Dean DeBlois,892769,How to Train Your Dragon ,98
Dean DeBlois,892769,How to Train Your Dragon ,98
Jonathan Mostow,181852,Terminator 3: Rise of the Machines ,109
Jonathan Mostow,181852,Terminator 3: Rise of the Machines ,109
James Gunn,2015381,Guardians of the Galaxy ,121
James Gunn,2015381,Guardians of the Galaxy ,121
James Gunn,2015381,Guardians of the Galaxy ,121
Christopher Nolan,816692,Interstellar ,169
Christopher Nolan,816692,Interstellar ,169
Christopher Nolan,816692,Interstellar ,169
Christopher Nolan,1375666,Inception ,148
Christopher Nolan,1375666,Inception ,148
Christopher Nolan,1375666,Inception ,148
Christopher Nolan,1375666,Inception ,148
Peter Jackson,903624,The Hobbit: An Unexpected Journey ,182
Peter Jackson,903624,The Hobbit: An Unexpected Journey ,182
David Fincher,421715,The Curious Case of Benjamin Button ,166
David Fincher,421715,The Curious Case of Benjamin Button ,166
David Fincher,421715,The Curious Case of Benjamin Button ,166
Matthew Vaughn,1270798,X-Men: First Class ,132
Matthew Vaughn,1270798,X-Men: First Class ,132
Matthew Vaughn,1270798,X-Men: First Class ,132
Francis Lawrence,1951266,The Hunger Games: Mockingjay - Part 2 ,137
Francis Lawrence,1951266,The Hunger Games: Mockingjay - Part 2 ,137
Jon Turteltaub,963966,The Sorcerer's Apprentice ,109
Jon Turteltaub,963966,The Sorcerer's Apprentice ,109
Jon Turteltaub,963966,The Sorcerer's Apprentice ,109
Jon Turteltaub,963966,The Sorcerer's Apprentice ,109
Wolfgang Petersen,409182,Poseidon ,98
Wolfgang Petersen,409182,Poseidon ,98
Wolfgang Petersen,409182,Poseidon ,98
Wolfgang Petersen,409182,Poseidon ,98
James Bobin,2567026,Alice Through the Looking Glass ,113
James Bobin,2567026,Alice Through the Looking Glass ,113
James Bobin,2567026,Alice Through the Looking Glass ,113
Chris Miller,413267,Shrek the Third ,93
Chris Miller,413267,Shrek the Third ,93
Chris Miller,413267,Shrek the Third ,93
Chris Miller,413267,Shrek the Third ,93
Chris Miller,413267,Shrek the Third ,93
Duncan Jones,803096,Warcraft ,123
Duncan Jones,803096,Warcraft ,123
Duncan Jones,803096,Warcraft ,123
Alan Taylor,1340138,Terminator Genisys ,126
Alan Taylor,1340138,Terminator Genisys ,126
Alan Taylor,1340138,Terminator Genisys ,126
Michael Apted,980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,113
Michael Apted,980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,113
Michael Apted,980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,113
Michael Bay,213149,Pearl Harbor ,184
Michael Bay,213149,Pearl Harbor ,184
Michael Bay,213149,Pearl Harbor ,184
Michael Bay,213149,Pearl Harbor ,184
Michael Bay,213149,Pearl Harbor ,184
Michael Bay,418279,Transformers ,144
Michael Bay,418279,Transformers ,144
Michael Bay,418279,Transformers ,144
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
Oliver Stone,346491,Alexander ,206
David Yates,373889,Harry Potter and the Order of the Phoenix ,138
David Yates,373889,Harry Potter and the Order of the Phoenix ,138
David Yates,373889,Harry Potter and the Order of the Phoenix ,138
David Yates,373889,Harry Potter and the Order of the Phoenix ,138
Mike Newell,330373,Harry Potter and the Goblet of Fire ,157
Mike Newell,330373,Harry Potter and the Goblet of Fire ,157
Mike Newell,330373,Harry Potter and the Goblet of Fire ,157
Mike Newell,330373,Harry Potter and the Goblet of Fire ,157
Peter Berg,448157,Hancock ,102
Peter Berg,448157,Hancock ,102
Francis Lawrence,480249,I Am Legend ,104
Francis Lawrence,480249,I Am Legend ,104
Francis Lawrence,480249,I Am Legend ,104
Tim Burton,367594,Charlie and the Chocolate Factory ,115
Tim Burton,367594,Charlie and the Chocolate Factory ,115
Tim Burton,367594,Charlie and the Chocolate Factory ,115
Tim Burton,367594,Charlie and the Chocolate Factory ,115
Brad Bird,382932,Ratatouille ,111
Brad Bird,382932,Ratatouille ,111
Brad Bird,382932,Ratatouille ,111
Brad Bird,382932,Ratatouille ,111
Christopher Nolan,372784,Batman Begins ,128
Christopher Nolan,372784,Batman Begins ,128
Eric Darnell,479952,Madagascar: Escape 2 Africa ,89
Eric Darnell,479952,Madagascar: Escape 2 Africa ,89
Eric Darnell,479952,Madagascar: Escape 2 Africa ,89
Eric Darnell,479952,Madagascar: Escape 2 Africa ,89
Eric Darnell,479952,Madagascar: Escape 2 Africa ,89
Shawn Levy,1078912,Night at the Museum: Battle of the Smithsonian ,105
Shawn Levy,1078912,Night at the Museum: Battle of the Smithsonian ,105
Shawn Levy,1078912,Night at the Museum: Battle of the Smithsonian ,105
Shawn Levy,1078912,Night at the Museum: Battle of the Smithsonian ,105
Gavin Hood,458525,X-Men Origins: Wolverine ,119
Gavin Hood,458525,X-Men Origins: Wolverine ,119
Gavin Hood,458525,X-Men Origins: Wolverine ,119
Gavin Hood,458525,X-Men Origins: Wolverine ,119
Gavin Hood,458525,X-Men Origins: Wolverine ,119
Lana Wachowski,242653,The Matrix Revolutions ,129
Lana Wachowski,242653,The Matrix Revolutions ,129
Chris Buck,2294629,Frozen ,102
Chris Buck,2294629,Frozen ,102
Chris Buck,2294629,Frozen ,102
Chris Buck,2294629,Frozen ,102
Chris Buck,2294629,Frozen ,102
Chris Buck,2294629,Frozen ,102
Lana Wachowski,234215,The Matrix Reloaded ,138
Lana Wachowski,234215,The Matrix Reloaded ,138
Alan Taylor,1981115,Thor: The Dark World ,112
Alan Taylor,1981115,Thor: The Dark World ,112
Alan Taylor,1981115,Thor: The Dark World ,112
George Miller,1392190,Mad Max: Fury Road ,120
George Miller,1392190,Mad Max: Fury Road ,120
George Miller,1392190,Mad Max: Fury Road ,120
George Miller,1392190,Mad Max: Fury Road ,120
Ron Howard,808151,Angels & Demons ,146
Ron Howard,808151,Angels & Demons ,146
Kenneth Branagh,800369,Thor ,115
Kenneth Branagh,800369,Thor ,115
Kenneth Branagh,800369,Thor ,115
Byron Howard,397892,Bolt ,96
Byron Howard,397892,Bolt ,96
Byron Howard,397892,Bolt ,96
Byron Howard,397892,Bolt ,96
Byron Howard,397892,Bolt ,96
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Hoyt Yeatman,436339,G-Force ,88
Jonathan Liebesman,1646987,Wrath of the Titans ,99
Jonathan Liebesman,1646987,Wrath of the Titans ,99
Jonathan Liebesman,1646987,Wrath of the Titans ,99
Tim Burton,1077368,Dark Shadows ,113
Tim Burton,1077368,Dark Shadows ,113
Tim Burton,1077368,Dark Shadows ,113
Christopher McQuarrie,2381249,Mission: Impossible - Rogue Nation ,131
Christopher McQuarrie,2381249,Mission: Impossible - Rogue Nation ,131
Christopher McQuarrie,2381249,Mission: Impossible - Rogue Nation ,131
Joe Johnston,780653,The Wolfman ,119
Joe Johnston,780653,The Wolfman ,119
Joe Johnston,780653,The Wolfman ,119
Joe Johnston,780653,The Wolfman ,119
David Yates,918940,The Legend of Tarzan ,110
David Yates,918940,The Legend of Tarzan ,110
David Yates,918940,The Legend of Tarzan ,110
David Yates,918940,The Legend of Tarzan ,110
Steve Hickner,389790,Bee Movie ,91
Steve Hickner,389790,Bee Movie ,91
Steve Hickner,389790,Bee Movie ,91
Steve Hickner,389790,Bee Movie ,91
Jennifer Yuh Nelson,1302011,Kung Fu Panda 2 ,90
Jennifer Yuh Nelson,1302011,Kung Fu Panda 2 ,90
Jennifer Yuh Nelson,1302011,Kung Fu Panda 2 ,90
Jennifer Yuh Nelson,1302011,Kung Fu Panda 2 ,90
Jennifer Yuh Nelson,1302011,Kung Fu Panda 2 ,90
M. Night Shyamalan,938283,The Last Airbender ,103
M. Night Shyamalan,938283,The Last Airbender ,103
M. Night Shyamalan,938283,The Last Airbender ,103
M. Night Shyamalan,938283,The Last Airbender ,103
J.J. Abrams,317919,Mission: Impossible III ,124
J.J. Abrams,317919,Mission: Impossible III ,124
J.J. Abrams,317919,Mission: Impossible III ,124
Roland Emmerich,2334879,White House Down ,131
Roland Emmerich,2334879,White House Down ,131
Roland Emmerich,2334879,White House Down ,131
Simon Wells,1305591,Mars Needs Moms ,88
Simon Wells,1305591,Mars Needs Moms ,88
Simon Wells,1305591,Mars Needs Moms ,88
Simon Wells,1305591,Mars Needs Moms ,88
Simon Wells,1305591,Mars Needs Moms ,88
Simon Wells,1305591,Mars Needs Moms ,88
David Bowers,424095,Flushed Away ,85
David Bowers,424095,Flushed Away ,85
David Bowers,424095,Flushed Away ,85
David Bowers,424095,Flushed Away ,85
Rob Minkoff,864835,Mr. Peabody & Sherman ,92
Rob Minkoff,864835,Mr. Peabody & Sherman ,92
Rob Minkoff,864835,Mr. Peabody & Sherman ,92
Rob Minkoff,864835,Mr. Peabody & Sherman ,92
Rob Minkoff,864835,Mr. Peabody & Sherman ,92
Wolfgang Petersen,332452,Troy ,196
Eric Darnell,1277953,Madagascar 3: Europe's Most Wanted ,93
Eric Darnell,1277953,Madagascar 3: Europe's Most Wanted ,93
Eric Darnell,1277953,Madagascar 3: Europe's Most Wanted ,93
Eric Darnell,1277953,Madagascar 3: Europe's Most Wanted ,93
Lee Tamahori,246460,Die Another Day ,133
Lee Tamahori,246460,Die Another Day ,133
Lee Tamahori,246460,Die Another Day ,133
Michael Bay,120591,Armageddon ,153
Michael Bay,120591,Armageddon ,153
Michael Bay,120591,Armageddon ,153
Michael Bay,120591,Armageddon ,153
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Barry Sonnenfeld,120912,Men in Black II ,88
Robert Zemeckis,442933,Beowulf ,115
Robert Zemeckis,442933,Beowulf ,115
Robert Zemeckis,442933,Beowulf ,115
Robert Zemeckis,442933,Beowulf ,115
Alessandro Carloni,2267968,Kung Fu Panda 3 ,95
Alessandro Carloni,2267968,Kung Fu Panda 3 ,95
Alessandro Carloni,2267968,Kung Fu Panda 3 ,95
Alessandro Carloni,2267968,Kung Fu Panda 3 ,95
Alessandro Carloni,2267968,Kung Fu Panda 3 ,95
Brad Bird,1229238,Mission: Impossible - Ghost Protocol ,133
Brad Bird,1229238,Mission: Impossible - Ghost Protocol ,133
Brad Bird,1229238,Mission: Impossible - Ghost Protocol ,133
Peter Ramsey,1446192,Rise of the Guardians ,97
Peter Ramsey,1446192,Rise of the Guardians ,97
Peter Ramsey,1446192,Rise of the Guardians ,97
Peter Ramsey,1446192,Rise of the Guardians ,97
Dean Parisot,369441,Fun with Dick and Jane ,90
Dean Parisot,369441,Fun with Dick and Jane ,90
Edward Zwick,325710,The Last Samurai ,154
Edward Zwick,325710,The Last Samurai ,154
Edward Zwick,325710,The Last Samurai ,154
Edward Zwick,325710,The Last Samurai ,154
J.J. Abrams,796366,Star Trek ,127
J.J. Abrams,796366,Star Trek ,127
J.J. Abrams,796366,Star Trek ,127
Sam Raimi,145487,Spider-Man ,121
Sam Raimi,145487,Spider-Man ,121
Sam Raimi,145487,Spider-Man ,121
Sam Raimi,145487,Spider-Man ,121
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Dean DeBlois,1646971,How to Train Your Dragon 2 ,102
Alex Proyas,2404233,Gods of Egypt ,126
Alex Proyas,2404233,Gods of Egypt ,126
Alex Proyas,2404233,Gods of Egypt ,126
Rob Cohen,382992,Stealth ,121
Rob Cohen,382992,Stealth ,121
Rob Cohen,382992,Stealth ,121
Rob Cohen,382992,Stealth ,121
Zack Snyder,409459,Watchmen ,215
Zack Snyder,409459,Watchmen ,215
Zack Snyder,409459,Watchmen ,215
Zack Snyder,409459,Watchmen ,215
Richard Donner,122151,Lethal Weapon 4 ,127
Richard Donner,122151,Lethal Weapon 4 ,127
Richard Donner,122151,Lethal Weapon 4 ,127
