movie_id,movie_title,director_name,duration
369610,Jurassic World ,Colin Trevorrow,124
369610,Jurassic World ,Colin Trevorrow,124
369610,Jurassic World ,Colin Trevorrow,124
316654,Spider-Man 2 ,Sam Raimi,135
316654,Spider-Man 2 ,Sam Raimi,135
316654,Spider-Man 2 ,Sam Raimi,135
316654,Spider-Man 2 ,Sam Raimi,135
1300854,Iron Man 3 ,Shane Black,195
1300854,Iron Man 3 ,Shane Black,195
1300854,Iron Man 3 ,Shane Black,195
376994,X-Men: The Last Stand ,Brett Ratner,104
376994,X-Men: The Last Stand ,Brett Ratner,104
376994,X-Men: The Last Stand ,Brett Ratner,104
376994,X-Men: The Last Stand ,Brett Ratner,104
376994,X-Men: The Last Stand ,Brett Ratner,104
1453405,Monsters University ,Dan Scanlon,104
1453405,Monsters University ,Dan Scanlon,104
1453405,Monsters University ,Dan Scanlon,104
1453405,Monsters University ,Dan Scanlon,104
1453405,Monsters University ,Dan Scanlon,104
1055369,Transformers: Revenge of the Fallen ,Michael Bay,150
1055369,Transformers: Revenge of the Fallen ,Michael Bay,150
1055369,Transformers: Revenge of the Fallen ,Michael Bay,150
2109248,Transformers: Age of Extinction ,Michael Bay,165
2109248,Transformers: Age of Extinction ,Michael Bay,165
2109248,Transformers: Age of Extinction ,Michael Bay,165
1872181,The Amazing Spider-Man 2 ,Marc Webb,142
1872181,The Amazing Spider-Man 2 ,Marc Webb,142
1872181,The Amazing Spider-Man 2 ,Marc Webb,142
1872181,The Amazing Spider-Man 2 ,Marc Webb,142
1216475,Cars 2 ,John Lasseter,106
1216475,Cars 2 ,John Lasseter,106
1216475,Cars 2 ,John Lasseter,106
1216475,Cars 2 ,John Lasseter,106
1216475,Cars 2 ,John Lasseter,106
1133985,Green Lantern ,Martin Campbell,123
1133985,Green Lantern ,Martin Campbell,123
1133985,Green Lantern ,Martin Campbell,123
435761,Toy Story 3 ,Lee Unkrich,103
435761,Toy Story 3 ,Lee Unkrich,103
435761,Toy Story 3 ,Lee Unkrich,103
435761,Toy Story 3 ,Lee Unkrich,103
435761,Toy Story 3 ,Lee Unkrich,103
438488,Terminator Salvation ,McG,118
438488,Terminator Salvation ,McG,118
438488,Terminator Salvation ,McG,118
2820852,Furious 7 ,James Wan,140
2820852,Furious 7 ,James Wan,140
2820852,Furious 7 ,James Wan,140
816711,World War Z ,Marc Forster,123
816711,World War Z ,Marc Forster,123
816711,World War Z ,Marc Forster,123
816711,World War Z ,Marc Forster,123
816711,World War Z ,Marc Forster,123
1877832,X-Men: Days of Future Past ,Bryan Singer,149
1877832,X-Men: Days of Future Past ,Bryan Singer,149
1877832,X-Men: Days of Future Past ,Bryan Singer,149
1877832,X-Men: Days of Future Past ,Bryan Singer,149
1877832,X-Men: Days of Future Past ,Bryan Singer,149
1408101,Star Trek Into Darkness ,J.J. Abrams,132
1408101,Star Trek Into Darkness ,J.J. Abrams,132
1408101,Star Trek Into Darkness ,J.J. Abrams,132
1351685,Jack the Giant Slayer ,Bryan Singer,114
1351685,Jack the Giant Slayer ,Bryan Singer,114
473075,Prince of Persia: The Sands of Time ,Mike Newell,116
473075,Prince of Persia: The Sands of Time ,Mike Newell,116
473075,Prince of Persia: The Sands of Time ,Mike Newell,116
473075,Prince of Persia: The Sands of Time ,Mike Newell,116
1663662,Pacific Rim ,Guillermo del Toro,131
1663662,Pacific Rim ,Guillermo del Toro,131
1663662,Pacific Rim ,Guillermo del Toro,131
1399103,Transformers: Dark of the Moon ,Michael Bay,154
1399103,Transformers: Dark of the Moon ,Michael Bay,154
1399103,Transformers: Dark of the Moon ,Michael Bay,154
367882,Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,122
367882,Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,122
367882,Indiana Jones and the Kingdom of the Crystal Skull ,Steven Spielberg,122
1979388,The Good Dinosaur ,Peter Sohn,93
1979388,The Good Dinosaur ,Peter Sohn,93
1979388,The Good Dinosaur ,Peter Sohn,93
1979388,The Good Dinosaur ,Peter Sohn,93
1979388,The Good Dinosaur ,Peter Sohn,93
1217209,Brave ,Mark Andrews,93
1217209,Brave ,Mark Andrews,93
1217209,Brave ,Mark Andrews,93
1217209,Brave ,Mark Andrews,93
1217209,Brave ,Mark Andrews,93
2660888,Star Trek Beyond ,Justin Lin,122
2660888,Star Trek Beyond ,Justin Lin,122
2660888,Star Trek Beyond ,Justin Lin,122
2660888,Star Trek Beyond ,Justin Lin,122
910970,WALL·E ,Andrew Stanton,98
910970,WALL·E ,Andrew Stanton,98
910970,WALL·E ,Andrew Stanton,98
910970,WALL·E ,Andrew Stanton,98
293564,Rush Hour 3 ,Brett Ratner,91
293564,Rush Hour 3 ,Brett Ratner,91
293564,Rush Hour 3 ,Brett Ratner,91
293564,Rush Hour 3 ,Brett Ratner,91
1190080,2012 ,Roland Emmerich,158
1190080,2012 ,Roland Emmerich,158
1190080,2012 ,Roland Emmerich,158
1067106,A Christmas Carol ,Robert Zemeckis,96
1067106,A Christmas Carol ,Robert Zemeckis,96
1067106,A Christmas Carol ,Robert Zemeckis,96
1067106,A Christmas Carol ,Robert Zemeckis,96
1617661,Jupiter Ascending ,Lana Wachowski,127
1617661,Jupiter Ascending ,Lana Wachowski,127
1617661,Jupiter Ascending ,Lana Wachowski,127
363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Andrew Adamson,150
363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Andrew Adamson,150
363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",Andrew Adamson,150
3385516,X-Men: Apocalypse ,Bryan Singer,144
3385516,X-Men: Apocalypse ,Bryan Singer,144
3385516,X-Men: Apocalypse ,Bryan Singer,144
468569,The Dark Knight ,Christopher Nolan,152
468569,The Dark Knight ,Christopher Nolan,152
468569,The Dark Knight ,Christopher Nolan,152
468569,The Dark Knight ,Christopher Nolan,152
1049413,Up ,Pete Docter,96
1049413,Up ,Pete Docter,96
1049413,Up ,Pete Docter,96
1049413,Up ,Pete Docter,96
892782,Monsters vs. Aliens ,Rob Letterman,94
892782,Monsters vs. Aliens ,Rob Letterman,94
892782,Monsters vs. Aliens ,Rob Letterman,94
892782,Monsters vs. Aliens ,Rob Letterman,94
892782,Monsters vs. Aliens ,Rob Letterman,94
892782,Monsters vs. Aliens ,Rob Letterman,94
371746,Iron Man ,Jon Favreau,126
371746,Iron Man ,Jon Favreau,126
371746,Iron Man ,Jon Favreau,126
970179,Hugo ,Martin Scorsese,126
970179,Hugo ,Martin Scorsese,126
970179,Hugo ,Martin Scorsese,126
970179,Hugo ,Martin Scorsese,126
120891,Wild Wild West ,Barry Sonnenfeld,106
120891,Wild Wild West ,Barry Sonnenfeld,106
120891,Wild Wild West ,Barry Sonnenfeld,106
120891,Wild Wild West ,Barry Sonnenfeld,106
859163,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,112
859163,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,112
859163,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,112
859163,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,112
859163,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,112
1386697,Suicide Squad ,David Ayer,123
1386697,Suicide Squad ,David Ayer,123
1386697,Suicide Squad ,David Ayer,123
1386697,Suicide Squad ,David Ayer,123
413099,Evan Almighty ,Tom Shadyac,96
413099,Evan Almighty ,Tom Shadyac,96
413099,Evan Almighty ,Tom Shadyac,96
1631867,Edge of Tomorrow ,Doug Liman,113
1631867,Edge of Tomorrow ,Doug Liman,113
1631867,Edge of Tomorrow ,Doug Liman,113
114898,Waterworld ,Kevin Reynolds,176
114898,Waterworld ,Kevin Reynolds,176
114898,Waterworld ,Kevin Reynolds,176
114898,Waterworld ,Kevin Reynolds,176
1046173,G.I. Joe: The Rise of Cobra ,Stephen Sommers,118
1046173,G.I. Joe: The Rise of Cobra ,Stephen Sommers,118
1046173,G.I. Joe: The Rise of Cobra ,Stephen Sommers,118
1046173,G.I. Joe: The Rise of Cobra ,Stephen Sommers,118
2096673,Inside Out ,Pete Docter,95
2096673,Inside Out ,Pete Docter,95
2096673,Inside Out ,Pete Docter,95
2096673,Inside Out ,Pete Docter,95
2096673,Inside Out ,Pete Docter,95
2096673,Inside Out ,Pete Docter,95
1228705,Iron Man 2 ,Jon Favreau,124
1228705,Iron Man 2 ,Jon Favreau,124
1228705,Iron Man 2 ,Jon Favreau,124
1735898,Snow White and the Huntsman ,Rupert Sanders,132
1735898,Snow White and the Huntsman ,Rupert Sanders,132
1735898,Snow White and the Huntsman ,Rupert Sanders,132
1735898,Snow White and the Huntsman ,Rupert Sanders,132
1587310,Maleficent ,Robert Stromberg,97
1587310,Maleficent ,Robert Stromberg,97
1587310,Maleficent ,Robert Stromberg,97
1587310,Maleficent ,Robert Stromberg,97
1587310,Maleficent ,Robert Stromberg,97
2103281,Dawn of the Planet of the Apes ,Matt Reeves,130
2103281,Dawn of the Planet of the Apes ,Matt Reeves,130
2103281,Dawn of the Planet of the Apes ,Matt Reeves,130
2103281,Dawn of the Planet of the Apes ,Matt Reeves,130
1335975,47 Ronin ,Carl Rinsch,128
1335975,47 Ronin ,Carl Rinsch,128
1335975,47 Ronin ,Carl Rinsch,128
1335975,47 Ronin ,Carl Rinsch,128
1843866,Captain America: The Winter Soldier ,Anthony Russo,136
1843866,Captain America: The Winter Soldier ,Anthony Russo,136
1843866,Captain America: The Winter Soldier ,Anthony Russo,136
892791,Shrek Forever After ,Mike Mitchell,93
892791,Shrek Forever After ,Mike Mitchell,93
892791,Shrek Forever After ,Mike Mitchell,93
892791,Shrek Forever After ,Mike Mitchell,93
892791,Shrek Forever After ,Mike Mitchell,93
1964418,Tomorrowland ,Brad Bird,130
1964418,Tomorrowland ,Brad Bird,130
1964418,Tomorrowland ,Brad Bird,130
1964418,Tomorrowland ,Brad Bird,130
1964418,Tomorrowland ,Brad Bird,130
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
2245084,Big Hero 6 ,Don Hall,102
1772341,Wreck-It Ralph ,Rich Moore,101
1772341,Wreck-It Ralph ,Rich Moore,101
1772341,Wreck-It Ralph ,Rich Moore,101
1772341,Wreck-It Ralph ,Rich Moore,101
1772341,Wreck-It Ralph ,Rich Moore,101
338348,The Polar Express ,Robert Zemeckis,100
338348,The Polar Express ,Robert Zemeckis,100
338348,The Polar Express ,Robert Zemeckis,100
338348,The Polar Express ,Robert Zemeckis,100
1628841,Independence Day: Resurgence ,Roland Emmerich,120
1628841,Independence Day: Resurgence ,Roland Emmerich,120
1628841,Independence Day: Resurgence ,Roland Emmerich,120
892769,How to Train Your Dragon ,Dean DeBlois,98
892769,How to Train Your Dragon ,Dean DeBlois,98
892769,How to Train Your Dragon ,Dean DeBlois,98
892769,How to Train Your Dragon ,Dean DeBlois,98
181852,Terminator 3: Rise of the Machines ,Jonathan Mostow,109
181852,Terminator 3: Rise of the Machines ,Jonathan Mostow,109
2015381,Guardians of the Galaxy ,James Gunn,121
2015381,Guardians of the Galaxy ,James Gunn,121
2015381,Guardians of the Galaxy ,James Gunn,121
816692,Interstellar ,Christopher Nolan,169
816692,Interstellar ,Christopher Nolan,169
816692,Interstellar ,Christopher Nolan,169
1375666,Inception ,Christopher Nolan,148
1375666,Inception ,Christopher Nolan,148
1375666,Inception ,Christopher Nolan,148
1375666,Inception ,Christopher Nolan,148
903624,The Hobbit: An Unexpected Journey ,Peter Jackson,182
903624,The Hobbit: An Unexpected Journey ,Peter Jackson,182
421715,The Curious Case of Benjamin Button ,David Fincher,166
421715,The Curious Case of Benjamin Button ,David Fincher,166
421715,The Curious Case of Benjamin Button ,David Fincher,166
1270798,X-Men: First Class ,Matthew Vaughn,132
1270798,X-Men: First Class ,Matthew Vaughn,132
1270798,X-Men: First Class ,Matthew Vaughn,132
1951266,The Hunger Games: Mockingjay - Part 2 ,Francis Lawrence,137
1951266,The Hunger Games: Mockingjay - Part 2 ,Francis Lawrence,137
963966,The Sorcerer's Apprentice ,Jon Turteltaub,109
963966,The Sorcerer's Apprentice ,Jon Turteltaub,109
963966,The Sorcerer's Apprentice ,Jon Turteltaub,109
963966,The Sorcerer's Apprentice ,Jon Turteltaub,109
409182,Poseidon ,Wolfgang Petersen,98
409182,Poseidon ,Wolfgang Petersen,98
409182,Poseidon ,Wolfgang Petersen,98
409182,Poseidon ,Wolfgang Petersen,98
2567026,Alice Through the Looking Glass ,James Bobin,113
2567026,Alice Through the Looking Glass ,James Bobin,113
2567026,Alice Through the Looking Glass ,James Bobin,113
413267,Shrek the Third ,Chris Miller,93
413267,Shrek the Third ,Chris Miller,93
413267,Shrek the Third ,Chris Miller,93
413267,Shrek the Third ,Chris Miller,93
413267,Shrek the Third ,Chris Miller,93
803096,Warcraft ,Duncan Jones,123
803096,Warcraft ,Duncan Jones,123
803096,Warcraft ,Duncan Jones,123
1340138,Terminator Genisys ,Alan Taylor,126
1340138,Terminator Genisys ,Alan Taylor,126
1340138,Terminator Genisys ,Alan Taylor,126
980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,Michael Apted,113
980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,Michael Apted,113
980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,Michael Apted,113
213149,Pearl Harbor ,Michael Bay,184
213149,Pearl Harbor ,Michael Bay,184
213149,Pearl Harbor ,Michael Bay,184
213149,Pearl Harbor ,Michael Bay,184
213149,Pearl Harbor ,Michael Bay,184
418279,Transformers ,Michael Bay,144
418279,Transformers ,Michael Bay,144
418279,Transformers ,Michael Bay,144
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
346491,Alexander ,Oliver Stone,206
373889,Harry Potter and the Order of the Phoenix ,David Yates,138
373889,Harry Potter and the Order of the Phoenix ,David Yates,138
373889,Harry Potter and the Order of the Phoenix ,David Yates,138
373889,Harry Potter and the Order of the Phoenix ,David Yates,138
330373,Harry Potter and the Goblet of Fire ,Mike Newell,157
330373,Harry Potter and the Goblet of Fire ,Mike Newell,157
330373,Harry Potter and the Goblet of Fire ,Mike Newell,157
330373,Harry Potter and the Goblet of Fire ,Mike Newell,157
448157,Hancock ,Peter Berg,102
448157,Hancock ,Peter Berg,102
480249,I Am Legend ,Francis Lawrence,104
480249,I Am Legend ,Francis Lawrence,104
480249,I Am Legend ,Francis Lawrence,104
367594,Charlie and the Chocolate Factory ,Tim Burton,115
367594,Charlie and the Chocolate Factory ,Tim Burton,115
367594,Charlie and the Chocolate Factory ,Tim Burton,115
367594,Charlie and the Chocolate Factory ,Tim Burton,115
382932,Ratatouille ,Brad Bird,111
382932,Ratatouille ,Brad Bird,111
382932,Ratatouille ,Brad Bird,111
382932,Ratatouille ,Brad Bird,111
372784,Batman Begins ,Christopher Nolan,128
372784,Batman Begins ,Christopher Nolan,128
479952,Madagascar: Escape 2 Africa ,Eric Darnell,89
479952,Madagascar: Escape 2 Africa ,Eric Darnell,89
479952,Madagascar: Escape 2 Africa ,Eric Darnell,89
479952,Madagascar: Escape 2 Africa ,Eric Darnell,89
479952,Madagascar: Escape 2 Africa ,Eric Darnell,89
1078912,Night at the Museum: Battle of the Smithsonian ,Shawn Levy,105
1078912,Night at the Museum: Battle of the Smithsonian ,Shawn Levy,105
1078912,Night at the Museum: Battle of the Smithsonian ,Shawn Levy,105
1078912,Night at the Museum: Battle of the Smithsonian ,Shawn Levy,105
458525,X-Men Origins: Wolverine ,Gavin Hood,119
458525,X-Men Origins: Wolverine ,Gavin Hood,119
458525,X-Men Origins: Wolverine ,Gavin Hood,119
458525,X-Men Origins: Wolverine ,Gavin Hood,119
458525,X-Men Origins: Wolverine ,Gavin Hood,119
242653,The Matrix Revolutions ,Lana Wachowski,129
242653,The Matrix Revolutions ,Lana Wachowski,129
2294629,Frozen ,Chris Buck,102
2294629,Frozen ,Chris Buck,102
2294629,Frozen ,Chris Buck,102
2294629,Frozen ,Chris Buck,102
2294629,Frozen ,Chris Buck,102
2294629,Frozen ,Chris Buck,102
234215,The Matrix Reloaded ,Lana Wachowski,138
234215,The Matrix Reloaded ,Lana Wachowski,138
1981115,Thor: The Dark World ,Alan Taylor,112
1981115,Thor: The Dark World ,Alan Taylor,112
1981115,Thor: The Dark World ,Alan Taylor,112
1392190,Mad Max: Fury Road ,George Miller,120
1392190,Mad Max: Fury Road ,George Miller,120
1392190,Mad Max: Fury Road ,George Miller,120
1392190,Mad Max: Fury Road ,George Miller,120
808151,Angels & Demons ,Ron Howard,146
808151,Angels & Demons ,Ron Howard,146
800369,Thor ,Kenneth Branagh,115
800369,Thor ,Kenneth Branagh,115
800369,Thor ,Kenneth Branagh,115
397892,Bolt ,Byron Howard,96
397892,Bolt ,Byron Howard,96
397892,Bolt ,Byron Howard,96
397892,Bolt ,Byron Howard,96
397892,Bolt ,Byron Howard,96
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
436339,G-Force ,Hoyt Yeatman,88
1646987,Wrath of the Titans ,Jonathan Liebesman,99
1646987,Wrath of the Titans ,Jonathan Liebesman,99
1646987,Wrath of the Titans ,Jonathan Liebesman,99
1077368,Dark Shadows ,Tim Burton,113
1077368,Dark Shadows ,Tim Burton,113
1077368,Dark Shadows ,Tim Burton,113
2381249,Mission: Impossible - Rogue Nation ,Christopher McQuarrie,131
2381249,Mission: Impossible - Rogue Nation ,Christopher McQuarrie,131
2381249,Mission: Impossible - Rogue Nation ,Christopher McQuarrie,131
780653,The Wolfman ,Joe Johnston,119
780653,The Wolfman ,Joe Johnston,119
780653,The Wolfman ,Joe Johnston,119
780653,The Wolfman ,Joe Johnston,119
918940,The Legend of Tarzan ,David Yates,110
918940,The Legend of Tarzan ,David Yates,110
918940,The Legend of Tarzan ,David Yates,110
918940,The Legend of Tarzan ,David Yates,110
389790,Bee Movie ,Steve Hickner,91
389790,Bee Movie ,Steve Hickner,91
389790,Bee Movie ,Steve Hickner,91
389790,Bee Movie ,Steve Hickner,91
1302011,Kung Fu Panda 2 ,Jennifer Yuh Nelson,90
1302011,Kung Fu Panda 2 ,Jennifer Yuh Nelson,90
1302011,Kung Fu Panda 2 ,Jennifer Yuh Nelson,90
1302011,Kung Fu Panda 2 ,Jennifer Yuh Nelson,90
1302011,Kung Fu Panda 2 ,Jennifer Yuh Nelson,90
938283,The Last Airbender ,M. Night Shyamalan,103
938283,The Last Airbender ,M. Night Shyamalan,103
938283,The Last Airbender ,M. Night Shyamalan,103
938283,The Last Airbender ,M. Night Shyamalan,103
317919,Mission: Impossible III ,J.J. Abrams,124
317919,Mission: Impossible III ,J.J. Abrams,124
317919,Mission: Impossible III ,J.J. Abrams,124
2334879,White House Down ,Roland Emmerich,131
2334879,White House Down ,Roland Emmerich,131
2334879,White House Down ,Roland Emmerich,131
1305591,Mars Needs Moms ,Simon Wells,88
1305591,Mars Needs Moms ,Simon Wells,88
1305591,Mars Needs Moms ,Simon Wells,88
1305591,Mars Needs Moms ,Simon Wells,88
1305591,Mars Needs Moms ,Simon Wells,88
1305591,Mars Needs Moms ,Simon Wells,88
424095,Flushed Away ,David Bowers,85
424095,Flushed Away ,David Bowers,85
424095,Flushed Away ,David Bowers,85
424095,Flushed Away ,David Bowers,85
864835,Mr. Peabody & Sherman ,Rob Minkoff,92
864835,Mr. Peabody & Sherman ,Rob Minkoff,92
864835,Mr. Peabody & Sherman ,Rob Minkoff,92
864835,Mr. Peabody & Sherman ,Rob Minkoff,92
864835,Mr. Peabody & Sherman ,Rob Minkoff,92
332452,Troy ,Wolfgang Petersen,196
1277953,Madagascar 3: Europe's Most Wanted ,Eric Darnell,93
1277953,Madagascar 3: Europe's Most Wanted ,Eric Darnell,93
1277953,Madagascar 3: Europe's Most Wanted ,Eric Darnell,93
1277953,Madagascar 3: Europe's Most Wanted ,Eric Darnell,93
246460,Die Another Day ,Lee Tamahori,133
246460,Die Another Day ,Lee Tamahori,133
246460,Die Another Day ,Lee Tamahori,133
120591,Armageddon ,Michael Bay,153
120591,Armageddon ,Michael Bay,153
120591,Armageddon ,Michael Bay,153
120591,Armageddon ,Michael Bay,153
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
120912,Men in Black II ,Barry Sonnenfeld,88
442933,Beowulf ,Robert Zemeckis,115
442933,Beowulf ,Robert Zemeckis,115
442933,Beowulf ,Robert Zemeckis,115
442933,Beowulf ,Robert Zemeckis,115
2267968,Kung Fu Panda 3 ,Alessandro Carloni,95
2267968,Kung Fu Panda 3 ,Alessandro Carloni,95
2267968,Kung Fu Panda 3 ,Alessandro Carloni,95
2267968,Kung Fu Panda 3 ,Alessandro Carloni,95
2267968,Kung Fu Panda 3 ,Alessandro Carloni,95
1229238,Mission: Impossible - Ghost Protocol ,Brad Bird,133
1229238,Mission: Impossible - Ghost Protocol ,Brad Bird,133
1229238,Mission: Impossible - Ghost Protocol ,Brad Bird,133
1446192,Rise of the Guardians ,Peter Ramsey,97
1446192,Rise of the Guardians ,Peter Ramsey,97
1446192,Rise of the Guardians ,Peter Ramsey,97
1446192,Rise of the Guardians ,Peter Ramsey,97
369441,Fun with Dick and Jane ,Dean Parisot,90
369441,Fun with Dick and Jane ,Dean Parisot,90
325710,The Last Samurai ,Edward Zwick,154
325710,The Last Samurai ,Edward Zwick,154
325710,The Last Samurai ,Edward Zwick,154
325710,The Last Samurai ,Edward Zwick,154
796366,Star Trek ,J.J. Abrams,127
796366,Star Trek ,J.J. Abrams,127
796366,Star Trek ,J.J. Abrams,127
145487,Spider-Man ,Sam Raimi,121
145487,Spider-Man ,Sam Raimi,121
145487,Spider-Man ,Sam Raimi,121
145487,Spider-Man ,Sam Raimi,121
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
1646971,How to Train Your Dragon 2 ,Dean DeBlois,102
2404233,Gods of Egypt ,Alex Proyas,126
2404233,Gods of Egypt ,Alex Proyas,126
2404233,Gods of Egypt ,Alex Proyas,126
382992,Stealth ,Rob Cohen,121
382992,Stealth ,Rob Cohen,121
382992,Stealth ,Rob Cohen,121
382992,Stealth ,Rob Cohen,121
409459,Watchmen ,Zack Snyder,215
409459,Watchmen ,Zack Snyder,215
409459,Watchmen ,Zack Snyder,215
409459,Watchmen ,Zack Snyder,215
122151,Lethal Weapon 4 ,Richard Donner,127
122151,Lethal Weapon 4 ,Richard Donner,127
122151,Lethal Weapon 4 ,Richard Donner,127
